,move
56020,DOWN
56021,DOWN
56022,DOWN
56023,DOWN
56024,DOWN
56025,DOWN
56026,DOWN
56027,DOWN
56028,DOWN
56029,DOWN
56030,DOWN
56031,DOWN
56032,DOWN
56033,DOWN
56034,DOWN
56035,DOWN
56036,DOWN
56037,DOWN
56038,DOWN
56039,DOWN
56040,DOWN
56041,DOWN
56042,DOWN
56043,DOWN
56044,DOWN
56045,DOWN
56046,DOWN
56047,DOWN
56048,DOWN
56049,DOWN
56050,DOWN
56051,DOWN
56052,DOWN
56053,DOWN
56054,DOWN
56055,DOWN
56056,DOWN
56057,DOWN
56058,DOWN
56059,DOWN
56060,DOWN
56061,DOWN
56062,DOWN
56063,DOWN
56064,DOWN
56065,DOWN
56066,DOWN
56067,DOWN
56068,DOWN
56069,DOWN
56070,DOWN
56071,DOWN
56072,DOWN
56073,DOWN
56074,DOWN
56075,DOWN
56076,DOWN
56077,DOWN
56078,DOWN
56079,DOWN
56080,DOWN
56081,DOWN
56082,DOWN
56083,DOWN
56084,DOWN
56085,DOWN
56086,DOWN
56087,DOWN
56088,DOWN
56089,DOWN
56090,DOWN
56091,DOWN
56092,DOWN
56093,DOWN
56094,DOWN
56095,DOWN
56096,DOWN
56097,DOWN
56098,DOWN
56099,DOWN
56100,DOWN
56101,DOWN
56102,DOWN
56103,DOWN
56104,DOWN
56105,DOWN
56106,DOWN
56107,DOWN
56108,DOWN
56109,DOWN
56110,DOWN
56111,DOWN
56112,DOWN
56113,DOWN
56114,DOWN
56115,DOWN
56116,DOWN
56117,DOWN
56118,DOWN
56119,DOWN
56120,DOWN
56121,DOWN
56122,DOWN
56123,DOWN
56124,DOWN
56125,DOWN
56126,DOWN
56127,DOWN
56128,DOWN
56129,DOWN
56130,DOWN
56131,DOWN
56132,DOWN
56133,DOWN
56134,DOWN
56135,DOWN
56136,DOWN
56137,DOWN
56138,DOWN
56139,DOWN
56140,DOWN
56141,DOWN
56142,DOWN
56143,DOWN
56144,DOWN
56145,DOWN
56146,DOWN
56147,DOWN
56148,DOWN
56149,DOWN
56150,DOWN
56151,DOWN
56152,DOWN
56153,DOWN
56154,DOWN
56155,DOWN
56156,DOWN
56157,DOWN
56158,DOWN
56159,DOWN
56160,DOWN
56161,DOWN
56162,DOWN
56163,DOWN
56164,DOWN
56165,DOWN
56166,DOWN
56167,DOWN
56168,DOWN
56169,DOWN
56170,DOWN
56171,DOWN
56172,DOWN
56173,DOWN
56174,DOWN
56175,DOWN
56176,DOWN
56177,DOWN
56178,DOWN
56179,DOWN
56180,DOWN
56181,DOWN
56182,DOWN
56183,DOWN
56184,DOWN
56185,DOWN
56186,DOWN
56187,DOWN
56188,DOWN
56189,DOWN
56190,DOWN
56191,DOWN
56192,DOWN
56193,DOWN
56194,DOWN
56195,DOWN
56196,DOWN
56197,DOWN
56198,DOWN
56199,DOWN
56200,DOWN
56201,DOWN
56202,DOWN
56203,DOWN
56204,DOWN
56205,DOWN
56206,DOWN
56207,DOWN
56208,DOWN
56209,DOWN
56210,DOWN
56211,DOWN
56212,DOWN
56213,DOWN
56214,DOWN
56215,DOWN
56216,DOWN
56217,DOWN
56218,DOWN
56219,DOWN
56220,DOWN
56221,DOWN
56222,DOWN
56223,DOWN
56224,DOWN
56225,DOWN
56226,DOWN
56227,DOWN
56228,DOWN
56229,DOWN
56230,DOWN
56231,DOWN
56232,DOWN
56233,DOWN
56234,DOWN
56235,DOWN
56236,DOWN
56237,DOWN
56238,DOWN
56239,DOWN
56240,DOWN
56241,DOWN
56242,DOWN
56243,DOWN
56244,DOWN
56245,DOWN
56246,DOWN
56247,DOWN
56248,DOWN
56249,DOWN
56250,DOWN
56251,DOWN
56252,DOWN
56253,DOWN
56254,DOWN
56255,DOWN
56256,DOWN
56257,DOWN
56258,DOWN
56259,DOWN
56260,DOWN
56261,DOWN
56262,DOWN
56263,DOWN
56264,DOWN
56265,DOWN
56266,DOWN
56267,DOWN
56268,DOWN
56269,DOWN
56270,DOWN
56271,DOWN
56272,DOWN
56273,DOWN
56274,DOWN
56275,DOWN
56276,DOWN
56277,DOWN
56278,DOWN
56279,DOWN
56280,DOWN
56281,DOWN
56282,DOWN
56283,DOWN
56284,DOWN
56285,DOWN
56286,DOWN
56287,DOWN
56288,DOWN
56289,DOWN
56290,DOWN
56291,DOWN
56292,DOWN
56293,DOWN
56294,DOWN
56295,DOWN
56296,DOWN
56297,DOWN
56298,DOWN
56299,DOWN
56300,DOWN
56301,DOWN
56302,DOWN
56303,DOWN
56304,DOWN
56305,DOWN
56306,DOWN
56307,DOWN
56308,DOWN
56309,DOWN
56310,DOWN
56311,DOWN
56312,DOWN
56313,DOWN
56314,DOWN
56315,DOWN
56316,DOWN
56317,DOWN
56318,DOWN
56319,DOWN
56320,DOWN
56321,DOWN
56322,DOWN
56323,DOWN
56324,DOWN
56325,DOWN
56326,DOWN
56327,DOWN
56328,DOWN
56329,DOWN
56330,DOWN
56331,DOWN
56332,DOWN
56333,DOWN
56334,DOWN
56335,DOWN
56336,DOWN
56337,DOWN
56338,DOWN
56339,DOWN
56340,DOWN
56341,DOWN
56342,DOWN
56343,DOWN
56344,DOWN
56345,DOWN
56346,DOWN
56347,DOWN
56348,DOWN
56349,DOWN
56350,DOWN
56351,DOWN
56352,DOWN
56353,DOWN
56354,DOWN
56355,DOWN
56356,DOWN
56357,DOWN
56358,DOWN
56359,DOWN
56360,DOWN
56361,DOWN
56362,DOWN
56363,DOWN
56364,DOWN
56365,DOWN
56366,DOWN
56367,DOWN
56368,DOWN
56369,DOWN
56370,DOWN
56371,DOWN
56372,DOWN
56373,DOWN
56374,DOWN
56375,DOWN
56376,DOWN
56377,DOWN
56378,DOWN
56379,DOWN
56380,DOWN
56381,DOWN
56382,DOWN
56383,DOWN
56384,DOWN
56385,DOWN
56386,DOWN
56387,DOWN
56388,DOWN
56389,DOWN
56390,DOWN
56391,DOWN
56392,DOWN
56393,DOWN
56394,DOWN
56395,DOWN
56396,DOWN
56397,DOWN
56398,DOWN
56399,DOWN
56400,DOWN
56401,DOWN
56402,DOWN
56403,DOWN
56404,DOWN
56405,DOWN
56406,DOWN
56407,DOWN
56408,DOWN
56409,DOWN
56410,DOWN
56411,DOWN
56412,DOWN
56413,DOWN
56414,DOWN
56415,DOWN
56416,DOWN
56417,DOWN
56418,DOWN
56419,DOWN
56420,DOWN
56421,DOWN
56422,DOWN
56423,DOWN
56424,DOWN
56425,DOWN
56426,DOWN
56427,DOWN
56428,DOWN
56429,DOWN
56430,DOWN
56431,DOWN
56432,DOWN
56433,DOWN
56434,DOWN
56435,DOWN
56436,DOWN
56437,DOWN
56438,DOWN
56439,DOWN
56440,DOWN
56441,DOWN
56442,DOWN
56443,DOWN
56444,DOWN
56445,DOWN
56446,DOWN
56447,DOWN
56448,DOWN
56449,DOWN
56450,DOWN
56451,DOWN
56452,DOWN
56453,DOWN
56454,DOWN
56455,DOWN
56456,DOWN
56457,DOWN
56458,DOWN
56459,DOWN
56460,DOWN
56461,DOWN
56462,DOWN
56463,DOWN
56464,DOWN
56465,DOWN
56466,DOWN
56467,DOWN
56468,DOWN
56469,DOWN
56470,DOWN
56471,DOWN
56472,DOWN
56473,DOWN
56474,DOWN
56475,DOWN
56476,DOWN
56477,DOWN
56478,DOWN
56479,DOWN
56480,DOWN
56481,DOWN
56482,DOWN
56483,DOWN
56484,DOWN
56485,DOWN
56486,DOWN
56487,DOWN
56488,DOWN
56489,DOWN
56490,DOWN
56491,DOWN
56492,DOWN
56493,DOWN
56494,DOWN
56495,DOWN
56496,DOWN
56497,DOWN
56498,DOWN
56499,DOWN
56500,DOWN
56501,DOWN
56502,DOWN
56503,DOWN
56504,DOWN
56505,DOWN
56506,DOWN
56507,DOWN
56508,DOWN
56509,DOWN
56510,DOWN
56511,DOWN
56512,DOWN
56513,DOWN
56514,DOWN
56515,DOWN
56516,DOWN
56517,DOWN
56518,DOWN
56519,DOWN
56520,DOWN
56521,DOWN
56522,DOWN
56523,DOWN
56524,DOWN
56525,DOWN
56526,DOWN
56527,DOWN
56528,DOWN
56529,DOWN
56530,DOWN
56531,DOWN
56532,DOWN
56533,DOWN
56534,DOWN
56535,DOWN
56536,DOWN
56537,DOWN
56538,DOWN
56539,DOWN
56540,DOWN
56541,DOWN
56542,DOWN
56543,DOWN
56544,DOWN
56545,DOWN
56546,DOWN
56547,DOWN
56548,DOWN
56549,DOWN
56550,DOWN
56551,DOWN
56552,DOWN
56553,DOWN
56554,DOWN
56555,DOWN
56556,DOWN
56557,DOWN
56558,DOWN
56559,DOWN
56560,DOWN
56561,DOWN
56562,DOWN
56563,DOWN
56564,DOWN
56565,DOWN
56566,DOWN
56567,DOWN
56568,DOWN
56569,DOWN
56570,DOWN
56571,DOWN
56572,DOWN
56573,DOWN
56574,DOWN
56575,DOWN
56576,DOWN
56577,DOWN
56578,DOWN
56579,DOWN
56580,DOWN
56581,DOWN
56582,DOWN
56583,DOWN
56584,DOWN
56585,DOWN
56586,DOWN
56587,DOWN
56588,DOWN
56589,DOWN
56590,DOWN
56591,DOWN
56592,DOWN
56593,DOWN
56594,DOWN
56595,DOWN
56596,DOWN
56597,DOWN
56598,DOWN
56599,DOWN
56600,DOWN
56601,DOWN
56602,DOWN
56603,DOWN
56604,DOWN
56605,DOWN
56606,DOWN
56607,DOWN
56608,DOWN
56609,DOWN
56610,DOWN
56611,DOWN
56612,DOWN
56613,DOWN
56614,DOWN
56615,DOWN
56616,DOWN
56617,DOWN
56618,DOWN
56619,DOWN
56620,DOWN
56621,DOWN
56622,DOWN
56623,DOWN
56624,DOWN
56625,DOWN
56626,DOWN
56627,DOWN
56628,DOWN
56629,DOWN
56630,DOWN
56631,DOWN
56632,DOWN
56633,DOWN
56634,DOWN
56635,DOWN
56636,DOWN
56637,DOWN
56638,DOWN
56639,DOWN
56640,DOWN
56641,DOWN
56642,DOWN
56643,DOWN
56644,DOWN
56645,DOWN
56646,DOWN
56647,DOWN
56648,DOWN
56649,DOWN
56650,DOWN
56651,DOWN
56652,DOWN
56653,DOWN
56654,DOWN
56655,DOWN
56656,DOWN
56657,DOWN
56658,DOWN
56659,DOWN
56660,DOWN
56661,DOWN
56662,DOWN
56663,DOWN
56664,DOWN
56665,DOWN
56666,DOWN
56667,DOWN
56668,DOWN
56669,DOWN
56670,DOWN
56671,DOWN
56672,DOWN
56673,DOWN
56674,DOWN
56675,DOWN
56676,DOWN
56677,DOWN
56678,DOWN
56679,DOWN
56680,DOWN
56681,DOWN
56682,DOWN
56683,DOWN
56684,DOWN
56685,DOWN
56686,DOWN
56687,DOWN
56688,DOWN
56689,DOWN
56690,DOWN
56691,DOWN
56692,DOWN
56693,DOWN
56694,DOWN
56695,DOWN
56696,DOWN
56697,DOWN
56698,DOWN
56699,DOWN
56700,DOWN
56701,DOWN
56702,DOWN
56703,DOWN
56704,DOWN
56705,DOWN
56706,DOWN
56707,DOWN
56708,DOWN
56709,DOWN
56710,DOWN
56711,DOWN
56712,DOWN
56713,DOWN
56714,DOWN
56715,DOWN
56716,DOWN
56717,DOWN
56718,DOWN
56719,DOWN
56720,DOWN
56721,DOWN
56722,DOWN
56723,DOWN
56724,DOWN
56725,DOWN
56726,DOWN
56727,DOWN
56728,DOWN
56729,DOWN
56730,DOWN
56731,DOWN
56732,DOWN
56733,DOWN
56734,DOWN
56735,DOWN
56736,DOWN
56737,DOWN
56738,DOWN
56739,DOWN
56740,DOWN
56741,DOWN
56742,DOWN
56743,DOWN
56744,DOWN
56745,DOWN
56746,DOWN
56747,DOWN
56748,DOWN
56749,DOWN
56750,DOWN
56751,DOWN
56752,DOWN
56753,DOWN
56754,DOWN
56755,DOWN
56756,DOWN
56757,DOWN
56758,DOWN
56759,DOWN
56760,DOWN
56761,DOWN
56762,DOWN
56763,DOWN
56764,DOWN
56765,DOWN
56766,DOWN
56767,DOWN
56768,DOWN
56769,DOWN
56770,DOWN
56771,DOWN
56772,DOWN
56773,DOWN
56774,DOWN
56775,DOWN
56776,DOWN
56777,DOWN
56778,DOWN
56779,DOWN
56780,DOWN
56781,DOWN
56782,DOWN
56783,DOWN
56784,DOWN
56785,DOWN
56786,DOWN
56787,DOWN
56788,DOWN
56789,DOWN
56790,DOWN
56791,DOWN
56792,DOWN
56793,DOWN
56794,DOWN
56795,DOWN
56796,DOWN
56797,DOWN
56798,DOWN
56799,DOWN
56800,DOWN
56801,DOWN
56802,DOWN
56803,DOWN
56804,DOWN
56805,DOWN
56806,DOWN
56807,DOWN
56808,DOWN
56809,DOWN
56810,DOWN
56811,DOWN
56812,DOWN
56813,DOWN
56814,DOWN
56815,DOWN
56816,DOWN
56817,DOWN
56818,DOWN
56819,DOWN
56820,DOWN
56821,DOWN
56822,DOWN
56823,DOWN
56824,DOWN
56825,DOWN
56826,DOWN
56827,DOWN
56828,DOWN
56829,DOWN
56830,DOWN
56831,DOWN
56832,DOWN
56833,DOWN
56834,DOWN
56835,DOWN
56836,DOWN
56837,DOWN
56838,DOWN
56839,DOWN
56840,DOWN
56841,DOWN
56842,DOWN
56843,DOWN
56844,DOWN
56845,DOWN
56846,DOWN
56847,DOWN
56848,DOWN
56849,DOWN
56850,DOWN
56851,DOWN
56852,DOWN
56853,DOWN
56854,DOWN
56855,DOWN
56856,DOWN
56857,DOWN
56858,DOWN
56859,DOWN
56860,DOWN
56861,DOWN
56862,DOWN
56863,DOWN
56864,DOWN
56865,DOWN
56866,DOWN
56867,DOWN
56868,DOWN
56869,DOWN
56870,DOWN
56871,DOWN
56872,DOWN
56873,DOWN
56874,DOWN
56875,DOWN
56876,DOWN
56877,DOWN
56878,DOWN
56879,DOWN
56880,DOWN
56881,DOWN
56882,DOWN
56883,DOWN
56884,DOWN
56885,DOWN
56886,DOWN
56887,DOWN
56888,DOWN
56889,DOWN
56890,DOWN
56891,DOWN
56892,DOWN
56893,DOWN
56894,DOWN
56895,DOWN
56896,DOWN
56897,DOWN
56898,DOWN
56899,DOWN
56900,DOWN
56901,DOWN
56902,DOWN
56903,DOWN
56904,DOWN
56905,DOWN
56906,DOWN
56907,DOWN
56908,DOWN
56909,DOWN
56910,DOWN
56911,DOWN
56912,DOWN
56913,DOWN
56914,DOWN
56915,DOWN
56916,DOWN
56917,DOWN
56918,DOWN
56919,DOWN
56920,DOWN
56921,DOWN
56922,DOWN
56923,DOWN
56924,DOWN
56925,DOWN
56926,DOWN
56927,DOWN
56928,DOWN
56929,DOWN
56930,DOWN
56931,DOWN
56932,DOWN
56933,DOWN
56934,DOWN
56935,DOWN
56936,DOWN
56937,DOWN
56938,DOWN
56939,DOWN
56940,DOWN
56941,DOWN
56942,DOWN
56943,DOWN
56944,DOWN
56945,DOWN
56946,DOWN
56947,DOWN
56948,DOWN
56949,DOWN
56950,DOWN
56951,DOWN
56952,DOWN
56953,DOWN
56954,DOWN
56955,DOWN
56956,DOWN
56957,DOWN
56958,DOWN
56959,DOWN
56960,DOWN
56961,DOWN
56962,DOWN
56963,DOWN
56964,DOWN
56965,DOWN
56966,DOWN
56967,DOWN
56968,DOWN
56969,DOWN
56970,DOWN
56971,DOWN
56972,DOWN
56973,DOWN
56974,DOWN
56975,DOWN
56976,DOWN
56977,DOWN
56978,DOWN
56979,DOWN
56980,DOWN
56981,DOWN
56982,DOWN
56983,DOWN
56984,DOWN
56985,DOWN
56986,DOWN
56987,DOWN
56988,DOWN
56989,DOWN
56990,DOWN
56991,DOWN
56992,DOWN
56993,DOWN
56994,DOWN
56995,DOWN
56996,DOWN
56997,DOWN
56998,DOWN
56999,DOWN
57000,DOWN
57001,DOWN
57002,DOWN
57003,DOWN
57004,DOWN
57005,DOWN
57006,DOWN
57007,DOWN
57008,DOWN
57009,DOWN
57010,DOWN
57011,DOWN
57012,DOWN
57013,DOWN
57014,DOWN
57015,DOWN
57016,DOWN
57017,DOWN
57018,DOWN
57019,DOWN
57020,DOWN
57021,DOWN
57022,DOWN
57023,DOWN
57024,DOWN
57025,DOWN
57026,DOWN
57027,DOWN
57028,DOWN
57029,DOWN
57030,DOWN
57031,DOWN
57032,DOWN
57033,DOWN
57034,DOWN
57035,DOWN
57036,DOWN
57037,DOWN
57038,DOWN
57039,DOWN
57040,DOWN
57041,DOWN
57042,DOWN
57043,DOWN
57044,DOWN
57045,DOWN
57046,DOWN
57047,DOWN
57048,DOWN
57049,DOWN
57050,DOWN
57051,DOWN
57052,DOWN
57053,DOWN
57054,DOWN
57055,DOWN
57056,DOWN
57057,DOWN
57058,DOWN
57059,DOWN
57060,DOWN
57061,DOWN
57062,DOWN
57063,DOWN
57064,DOWN
57065,DOWN
57066,DOWN
57067,DOWN
57068,DOWN
57069,DOWN
57070,DOWN
57071,DOWN
57072,DOWN
57073,DOWN
57074,DOWN
57075,DOWN
57076,DOWN
57077,DOWN
57078,DOWN
57079,DOWN
57080,DOWN
57081,DOWN
57082,DOWN
57083,DOWN
57084,DOWN
57085,DOWN
57086,DOWN
57087,DOWN
57088,DOWN
57089,DOWN
57090,DOWN
57091,DOWN
57092,DOWN
57093,DOWN
57094,DOWN
57095,DOWN
57096,DOWN
57097,DOWN
57098,DOWN
57099,DOWN
57100,DOWN
57101,DOWN
57102,DOWN
57103,DOWN
57104,DOWN
57105,DOWN
57106,DOWN
57107,DOWN
57108,DOWN
57109,DOWN
57110,DOWN
57111,DOWN
57112,DOWN
57113,DOWN
57114,DOWN
57115,DOWN
57116,DOWN
57117,DOWN
57118,DOWN
57119,DOWN
57120,DOWN
57121,DOWN
57122,DOWN
57123,DOWN
57124,DOWN
57125,DOWN
57126,DOWN
57127,DOWN
57128,DOWN
57129,DOWN
57130,DOWN
57131,DOWN
57132,DOWN
57133,DOWN
57134,DOWN
57135,DOWN
57136,DOWN
57137,DOWN
57138,DOWN
57139,DOWN
57140,DOWN
57141,DOWN
57142,DOWN
57143,DOWN
57144,DOWN
57145,DOWN
57146,DOWN
57147,DOWN
57148,DOWN
57149,DOWN
57150,DOWN
57151,DOWN
57152,DOWN
57153,DOWN
57154,DOWN
57155,DOWN
57156,DOWN
57157,DOWN
57158,DOWN
57159,DOWN
57160,DOWN
57161,DOWN
57162,DOWN
57163,DOWN
57164,DOWN
57165,DOWN
57166,DOWN
57167,DOWN
57168,DOWN
57169,DOWN
57170,DOWN
57171,DOWN
57172,DOWN
57173,DOWN
57174,DOWN
57175,DOWN
57176,DOWN
57177,DOWN
57178,DOWN
57179,DOWN
57180,DOWN
57181,DOWN
57182,DOWN
57183,DOWN
57184,DOWN
57185,DOWN
57186,DOWN
57187,DOWN
57188,DOWN
57189,DOWN
57190,DOWN
57191,DOWN
57192,DOWN
57193,DOWN
57194,DOWN
57195,DOWN
57196,DOWN
57197,DOWN
57198,DOWN
57199,DOWN
57200,DOWN
57201,DOWN
57202,DOWN
57203,DOWN
57204,DOWN
57205,DOWN
57206,DOWN
57207,DOWN
57208,DOWN
57209,DOWN
57210,DOWN
57211,DOWN
57212,DOWN
57213,DOWN
57214,DOWN
57215,DOWN
57216,DOWN
57217,DOWN
57218,DOWN
57219,DOWN
57220,DOWN
57221,DOWN
57222,DOWN
57223,DOWN
57224,DOWN
57225,DOWN
57226,DOWN
57227,DOWN
57228,DOWN
57229,DOWN
57230,DOWN
57231,DOWN
57232,DOWN
57233,DOWN
57234,DOWN
57235,DOWN
57236,DOWN
57237,DOWN
57238,DOWN
57239,DOWN
57240,DOWN
57241,DOWN
57242,DOWN
57243,DOWN
57244,DOWN
57245,DOWN
57246,DOWN
57247,DOWN
57248,DOWN
57249,DOWN
57250,DOWN
57251,DOWN
57252,DOWN
57253,DOWN
57254,DOWN
57255,DOWN
57256,DOWN
57257,DOWN
57258,DOWN
57259,DOWN
57260,DOWN
57261,DOWN
57262,DOWN
57263,DOWN
57264,DOWN
57265,DOWN
57266,DOWN
57267,DOWN
57268,DOWN
57269,DOWN
57270,DOWN
57271,DOWN
57272,DOWN
57273,DOWN
57274,DOWN
57275,DOWN
57276,DOWN
57277,DOWN
57278,DOWN
57279,DOWN
57280,DOWN
57281,DOWN
57282,DOWN
57283,DOWN
57284,DOWN
57285,DOWN
57286,DOWN
57287,DOWN
57288,DOWN
57289,DOWN
57290,DOWN
57291,DOWN
57292,DOWN
57293,DOWN
57294,DOWN
57295,DOWN
57296,DOWN
57297,DOWN
57298,DOWN
57299,DOWN
57300,DOWN
57301,DOWN
57302,DOWN
57303,DOWN
57304,DOWN
57305,DOWN
57306,DOWN
57307,DOWN
57308,DOWN
57309,DOWN
57310,DOWN
57311,DOWN
57312,DOWN
57313,DOWN
57314,DOWN
57315,DOWN
57316,DOWN
57317,DOWN
57318,DOWN
57319,DOWN
57320,DOWN
57321,DOWN
57322,DOWN
57323,DOWN
57324,DOWN
57325,DOWN
57326,DOWN
57327,DOWN
57328,DOWN
57329,DOWN
57330,DOWN
57331,DOWN
57332,DOWN
57333,DOWN
57334,DOWN
57335,DOWN
57336,DOWN
57337,DOWN
57338,DOWN
57339,DOWN
57340,DOWN
57341,DOWN
57342,DOWN
57343,DOWN
57344,DOWN
57345,DOWN
57346,DOWN
57347,DOWN
57348,DOWN
57349,DOWN
57350,DOWN
57351,DOWN
57352,DOWN
57353,DOWN
57354,DOWN
57355,DOWN
57356,DOWN
57357,DOWN
57358,DOWN
57359,DOWN
57360,DOWN
57361,DOWN
57362,DOWN
57363,DOWN
57364,DOWN
57365,DOWN
57366,DOWN
57367,DOWN
57368,DOWN
57369,DOWN
57370,DOWN
57371,DOWN
57372,DOWN
57373,DOWN
57374,DOWN
57375,DOWN
57376,DOWN
57377,DOWN
57378,DOWN
57379,DOWN
57380,DOWN
57381,DOWN
57382,DOWN
57383,DOWN
57384,DOWN
57385,DOWN
57386,DOWN
57387,DOWN
57388,DOWN
57389,DOWN
57390,DOWN
57391,DOWN
57392,DOWN
57393,DOWN
57394,DOWN
57395,DOWN
57396,DOWN
57397,DOWN
57398,DOWN
57399,DOWN
57400,DOWN
57401,DOWN
57402,DOWN
57403,DOWN
57404,DOWN
57405,DOWN
57406,DOWN
57407,DOWN
57408,DOWN
57409,DOWN
57410,DOWN
57411,DOWN
57412,DOWN
57413,DOWN
57414,DOWN
57415,DOWN
57416,DOWN
57417,DOWN
57418,DOWN
57419,DOWN
57420,DOWN
57421,DOWN
57422,DOWN
57423,DOWN
57424,DOWN
57425,DOWN
57426,DOWN
57427,DOWN
57428,DOWN
57429,DOWN
57430,DOWN
57431,DOWN
57432,DOWN
57433,DOWN
57434,DOWN
57435,DOWN
57436,DOWN
57437,DOWN
57438,DOWN
57439,DOWN
57440,DOWN
57441,DOWN
57442,DOWN
57443,DOWN
57444,DOWN
57445,DOWN
57446,DOWN
57447,DOWN
57448,DOWN
57449,DOWN
57450,DOWN
57451,DOWN
57452,DOWN
57453,DOWN
57454,DOWN
57455,DOWN
57456,DOWN
57457,DOWN
57458,DOWN
57459,DOWN
57460,DOWN
57461,DOWN
57462,DOWN
57463,DOWN
57464,DOWN
57465,DOWN
57466,DOWN
57467,DOWN
57468,DOWN
57469,DOWN
57470,DOWN
57471,DOWN
57472,DOWN
57473,DOWN
57474,DOWN
57475,DOWN
57476,DOWN
57477,DOWN
57478,DOWN
57479,DOWN
57480,DOWN
57481,DOWN
57482,DOWN
57483,DOWN
57484,DOWN
57485,DOWN
57486,DOWN
57487,DOWN
57488,DOWN
57489,DOWN
57490,DOWN
57491,DOWN
57492,DOWN
57493,DOWN
57494,DOWN
57495,DOWN
57496,DOWN
57497,DOWN
57498,DOWN
57499,DOWN
57500,DOWN
57501,DOWN
57502,DOWN
57503,DOWN
57504,DOWN
57505,DOWN
57506,DOWN
57507,DOWN
57508,DOWN
57509,DOWN
57510,DOWN
57511,DOWN
57512,DOWN
57513,DOWN
57514,DOWN
57515,DOWN
57516,DOWN
57517,DOWN
57518,DOWN
57519,DOWN
57520,DOWN
57521,DOWN
57522,DOWN
57523,DOWN
57524,DOWN
57525,DOWN
57526,DOWN
57527,DOWN
57528,DOWN
57529,DOWN
57530,DOWN
57531,DOWN
57532,DOWN
57533,DOWN
57534,DOWN
57535,DOWN
57536,DOWN
57537,DOWN
57538,DOWN
57539,DOWN
57540,DOWN
57541,DOWN
57542,DOWN
57543,DOWN
57544,DOWN
57545,DOWN
57546,DOWN
57547,DOWN
57548,DOWN
57549,DOWN
57550,DOWN
57551,DOWN
57552,DOWN
57553,DOWN
57554,DOWN
57555,DOWN
57556,DOWN
57557,DOWN
57558,DOWN
57559,DOWN
57560,DOWN
57561,DOWN
57562,DOWN
57563,DOWN
57564,DOWN
57565,DOWN
57566,DOWN
57567,DOWN
57568,DOWN
57569,DOWN
57570,DOWN
57571,DOWN
57572,DOWN
57573,DOWN
57574,DOWN
57575,DOWN
57576,DOWN
57577,DOWN
57578,DOWN
57579,DOWN
57580,DOWN
57581,DOWN
57582,DOWN
57583,DOWN
57584,DOWN
57585,DOWN
57586,DOWN
57587,DOWN
57588,DOWN
57589,DOWN
57590,DOWN
57591,DOWN
57592,DOWN
57593,DOWN
57594,DOWN
57595,DOWN
57596,DOWN
57597,DOWN
57598,DOWN
57599,DOWN
57600,DOWN
57601,DOWN
57602,DOWN
57603,DOWN
57604,DOWN
57605,DOWN
57606,DOWN
57607,DOWN
57608,DOWN
57609,DOWN
57610,DOWN
57611,DOWN
57612,DOWN
57613,DOWN
57614,DOWN
57615,DOWN
57616,DOWN
57617,DOWN
57618,DOWN
57619,DOWN
57620,DOWN
57621,DOWN
57622,DOWN
57623,DOWN
57624,DOWN
57625,DOWN
57626,DOWN
57627,DOWN
57628,DOWN
57629,DOWN
57630,DOWN
57631,DOWN
57632,DOWN
57633,DOWN
57634,DOWN
57635,DOWN
57636,DOWN
57637,DOWN
57638,DOWN
57639,DOWN
57640,DOWN
57641,DOWN
57642,DOWN
57643,DOWN
57644,DOWN
57645,DOWN
57646,DOWN
57647,DOWN
57648,DOWN
57649,DOWN
57650,DOWN
57651,DOWN
57652,DOWN
57653,DOWN
57654,DOWN
57655,DOWN
57656,DOWN
57657,DOWN
57658,DOWN
57659,DOWN
57660,DOWN
57661,DOWN
57662,DOWN
57663,DOWN
57664,DOWN
57665,DOWN
57666,DOWN
57667,DOWN
57668,DOWN
57669,DOWN
57670,DOWN
57671,DOWN
57672,DOWN
57673,DOWN
57674,DOWN
57675,DOWN
57676,DOWN
57677,DOWN
57678,DOWN
57679,DOWN
57680,DOWN
57681,DOWN
57682,DOWN
57683,DOWN
57684,DOWN
57685,DOWN
57686,DOWN
57687,DOWN
57688,DOWN
57689,DOWN
57690,DOWN
57691,DOWN
57692,DOWN
57693,DOWN
57694,DOWN
57695,DOWN
57696,DOWN
57697,DOWN
57698,DOWN
57699,DOWN
57700,DOWN
57701,DOWN
57702,DOWN
57703,DOWN
57704,DOWN
57705,DOWN
57706,DOWN
57707,DOWN
57708,DOWN
57709,DOWN
57710,DOWN
57711,DOWN
57712,DOWN
57713,DOWN
57714,DOWN
57715,DOWN
57716,DOWN
57717,DOWN
57718,DOWN
57719,DOWN
57720,DOWN
57721,DOWN
57722,DOWN
57723,DOWN
57724,DOWN
57725,DOWN
57726,DOWN
57727,DOWN
57728,DOWN
57729,DOWN
57730,DOWN
57731,DOWN
57732,DOWN
57733,DOWN
57734,DOWN
57735,DOWN
57736,DOWN
57737,DOWN
57738,DOWN
57739,DOWN
57740,DOWN
57741,DOWN
57742,DOWN
57743,DOWN
57744,DOWN
57745,DOWN
57746,DOWN
57747,DOWN
57748,DOWN
57749,DOWN
57750,DOWN
57751,DOWN
57752,DOWN
57753,DOWN
57754,DOWN
57755,DOWN
57756,DOWN
57757,DOWN
57758,DOWN
57759,DOWN
57760,DOWN
57761,DOWN
57762,DOWN
57763,DOWN
57764,DOWN
57765,DOWN
57766,DOWN
57767,DOWN
57768,DOWN
