,move
132803,RIGHT
132804,RIGHT
132805,RIGHT
132806,RIGHT
132807,RIGHT
132808,RIGHT
132809,RIGHT
132810,RIGHT
132811,RIGHT
132812,RIGHT
132813,RIGHT
132814,RIGHT
132815,RIGHT
132816,RIGHT
132817,RIGHT
132818,RIGHT
132819,RIGHT
132820,RIGHT
132821,RIGHT
132822,RIGHT
132823,RIGHT
132824,RIGHT
132825,RIGHT
132826,RIGHT
132827,RIGHT
132828,RIGHT
132829,RIGHT
132830,RIGHT
132831,RIGHT
132832,RIGHT
132833,RIGHT
132834,RIGHT
132835,RIGHT
132836,RIGHT
132837,RIGHT
132838,RIGHT
132839,RIGHT
132840,RIGHT
132841,RIGHT
132842,RIGHT
132843,RIGHT
132844,RIGHT
132845,RIGHT
132846,RIGHT
132847,RIGHT
132848,RIGHT
132849,RIGHT
132850,RIGHT
132851,RIGHT
132852,RIGHT
132853,RIGHT
132854,RIGHT
132855,RIGHT
132856,RIGHT
132857,RIGHT
132858,RIGHT
132859,RIGHT
132860,RIGHT
132861,RIGHT
132862,RIGHT
132863,RIGHT
132864,RIGHT
132865,RIGHT
132866,RIGHT
132867,RIGHT
132868,RIGHT
132869,RIGHT
132870,RIGHT
132871,RIGHT
132872,RIGHT
132873,RIGHT
132874,RIGHT
132875,RIGHT
132876,RIGHT
132877,RIGHT
132878,RIGHT
132879,RIGHT
132880,RIGHT
132881,RIGHT
132882,RIGHT
132883,RIGHT
132884,RIGHT
132885,RIGHT
132886,RIGHT
132887,RIGHT
132888,RIGHT
132889,RIGHT
132890,RIGHT
132891,RIGHT
132892,RIGHT
132893,RIGHT
132894,RIGHT
132895,RIGHT
132896,RIGHT
132897,RIGHT
132898,RIGHT
132899,RIGHT
132900,RIGHT
132901,RIGHT
132902,RIGHT
132903,RIGHT
132904,RIGHT
132905,RIGHT
132906,RIGHT
132907,RIGHT
132908,RIGHT
132909,RIGHT
132910,RIGHT
132911,RIGHT
132912,RIGHT
132913,RIGHT
132914,RIGHT
132915,RIGHT
132916,RIGHT
132917,RIGHT
132918,RIGHT
132919,RIGHT
132920,RIGHT
132921,RIGHT
132922,RIGHT
132923,RIGHT
132924,RIGHT
132925,RIGHT
132926,RIGHT
132927,RIGHT
132928,RIGHT
132929,RIGHT
132930,RIGHT
132931,RIGHT
132932,RIGHT
132933,RIGHT
132934,RIGHT
132935,RIGHT
132936,RIGHT
132937,RIGHT
132938,RIGHT
132939,RIGHT
132940,RIGHT
132941,RIGHT
132942,RIGHT
132943,RIGHT
132944,RIGHT
132945,RIGHT
132946,RIGHT
132947,RIGHT
132948,RIGHT
132949,RIGHT
132950,RIGHT
132951,RIGHT
132952,RIGHT
132953,RIGHT
132954,RIGHT
132955,RIGHT
132956,RIGHT
132957,RIGHT
132958,RIGHT
132959,RIGHT
132960,RIGHT
132961,RIGHT
132962,RIGHT
132963,RIGHT
132964,RIGHT
132965,RIGHT
132966,RIGHT
132967,RIGHT
132968,RIGHT
132969,RIGHT
132970,RIGHT
132971,RIGHT
132972,RIGHT
132973,RIGHT
132974,RIGHT
132975,RIGHT
132976,RIGHT
132977,RIGHT
132978,RIGHT
132979,RIGHT
132980,RIGHT
132981,RIGHT
132982,RIGHT
132983,RIGHT
132984,RIGHT
132985,RIGHT
132986,RIGHT
132987,RIGHT
132988,RIGHT
132989,RIGHT
132990,RIGHT
132991,RIGHT
132992,RIGHT
132993,RIGHT
132994,RIGHT
132995,RIGHT
132996,RIGHT
132997,RIGHT
132998,RIGHT
132999,RIGHT
133000,RIGHT
133001,RIGHT
133002,RIGHT
133003,RIGHT
133004,RIGHT
133005,RIGHT
133006,RIGHT
133007,RIGHT
133008,RIGHT
133009,RIGHT
133010,RIGHT
133011,RIGHT
133012,RIGHT
133013,RIGHT
133014,RIGHT
133015,RIGHT
133016,RIGHT
133017,RIGHT
133018,RIGHT
133019,RIGHT
133020,RIGHT
133021,RIGHT
133022,RIGHT
133023,RIGHT
133024,RIGHT
133025,RIGHT
133026,RIGHT
133027,RIGHT
133028,RIGHT
133029,RIGHT
133030,RIGHT
133031,RIGHT
133032,RIGHT
133033,RIGHT
133034,RIGHT
133035,RIGHT
133036,RIGHT
133037,RIGHT
133038,RIGHT
133039,RIGHT
133040,RIGHT
133041,RIGHT
133042,RIGHT
133043,RIGHT
133044,RIGHT
133045,RIGHT
133046,RIGHT
133047,RIGHT
133048,RIGHT
133049,RIGHT
133050,RIGHT
133051,RIGHT
133052,RIGHT
133053,RIGHT
133054,RIGHT
133055,RIGHT
133056,RIGHT
133057,RIGHT
133058,RIGHT
133059,RIGHT
133060,RIGHT
133061,RIGHT
133062,RIGHT
133063,RIGHT
133064,RIGHT
133065,RIGHT
133066,RIGHT
133067,RIGHT
133068,RIGHT
133069,RIGHT
133070,RIGHT
133071,RIGHT
133072,RIGHT
133073,RIGHT
133074,RIGHT
133075,RIGHT
133076,RIGHT
133077,RIGHT
133078,RIGHT
133079,RIGHT
133080,RIGHT
133081,RIGHT
133082,RIGHT
133083,RIGHT
133084,RIGHT
133085,RIGHT
133086,RIGHT
133087,RIGHT
133088,RIGHT
133089,RIGHT
133090,RIGHT
133091,RIGHT
133092,RIGHT
133093,RIGHT
133094,RIGHT
133095,RIGHT
133096,RIGHT
133097,RIGHT
133098,RIGHT
133099,RIGHT
133100,RIGHT
133101,RIGHT
133102,RIGHT
133103,RIGHT
133104,RIGHT
133105,RIGHT
133106,RIGHT
133107,RIGHT
133108,RIGHT
133109,RIGHT
133110,RIGHT
133111,RIGHT
133112,RIGHT
133113,RIGHT
133114,RIGHT
133115,RIGHT
133116,RIGHT
133117,RIGHT
133118,RIGHT
133119,RIGHT
133120,RIGHT
133121,RIGHT
133122,RIGHT
133123,RIGHT
133124,RIGHT
133125,RIGHT
133126,RIGHT
133127,RIGHT
133128,RIGHT
133129,RIGHT
133130,RIGHT
133131,RIGHT
133132,RIGHT
133133,RIGHT
133134,RIGHT
133135,RIGHT
133136,RIGHT
133137,RIGHT
133138,RIGHT
133139,RIGHT
133140,RIGHT
133141,RIGHT
133142,RIGHT
133143,RIGHT
133144,RIGHT
133145,RIGHT
133146,RIGHT
133147,RIGHT
133148,RIGHT
133149,RIGHT
133150,RIGHT
133151,RIGHT
133152,RIGHT
133153,RIGHT
133154,RIGHT
133155,RIGHT
133156,RIGHT
133157,RIGHT
133158,RIGHT
133159,RIGHT
133160,RIGHT
133161,RIGHT
133162,RIGHT
133163,RIGHT
133164,RIGHT
133165,RIGHT
133166,RIGHT
133167,RIGHT
133168,RIGHT
133169,RIGHT
133170,RIGHT
133171,RIGHT
133172,RIGHT
133173,RIGHT
133174,RIGHT
133175,RIGHT
133176,RIGHT
133177,RIGHT
133178,RIGHT
133179,RIGHT
133180,RIGHT
133181,RIGHT
133182,RIGHT
133183,RIGHT
133184,RIGHT
133185,RIGHT
133186,RIGHT
133187,RIGHT
133188,RIGHT
133189,RIGHT
133190,RIGHT
133191,RIGHT
133192,RIGHT
133193,RIGHT
133194,RIGHT
133195,RIGHT
133196,RIGHT
133197,RIGHT
133198,RIGHT
133199,RIGHT
133200,RIGHT
133201,RIGHT
133202,RIGHT
133203,RIGHT
133204,RIGHT
133205,RIGHT
133206,RIGHT
133207,RIGHT
133208,RIGHT
133209,RIGHT
133210,RIGHT
133211,RIGHT
133212,RIGHT
133213,RIGHT
133214,RIGHT
133215,RIGHT
133216,RIGHT
133217,RIGHT
133218,RIGHT
133219,RIGHT
133220,RIGHT
133221,RIGHT
133222,RIGHT
133223,RIGHT
133224,RIGHT
133225,RIGHT
133226,RIGHT
133227,RIGHT
133228,RIGHT
133229,RIGHT
133230,RIGHT
133231,RIGHT
133232,RIGHT
133233,RIGHT
133234,RIGHT
133235,RIGHT
133236,RIGHT
133237,RIGHT
133238,RIGHT
133239,RIGHT
133240,RIGHT
133241,RIGHT
133242,RIGHT
133243,RIGHT
133244,RIGHT
133245,RIGHT
133246,RIGHT
133247,RIGHT
133248,RIGHT
133249,RIGHT
133250,RIGHT
133251,RIGHT
133252,RIGHT
133253,RIGHT
133254,RIGHT
133255,RIGHT
133256,RIGHT
133257,RIGHT
133258,RIGHT
133259,RIGHT
133260,RIGHT
133261,RIGHT
133262,RIGHT
133263,RIGHT
133264,RIGHT
133265,RIGHT
133266,RIGHT
133267,RIGHT
133268,RIGHT
133269,RIGHT
133270,RIGHT
133271,RIGHT
133272,RIGHT
133273,RIGHT
133274,RIGHT
133275,RIGHT
133276,RIGHT
133277,RIGHT
133278,RIGHT
133279,RIGHT
133280,RIGHT
133281,RIGHT
133282,RIGHT
133283,RIGHT
133284,RIGHT
133285,RIGHT
133286,RIGHT
133287,RIGHT
133288,RIGHT
133289,RIGHT
133290,RIGHT
133291,RIGHT
133292,RIGHT
133293,RIGHT
133294,RIGHT
133295,RIGHT
133296,RIGHT
133297,RIGHT
133298,RIGHT
133299,RIGHT
133300,RIGHT
133301,RIGHT
133302,RIGHT
133303,RIGHT
133304,RIGHT
133305,RIGHT
133306,RIGHT
133307,RIGHT
133308,RIGHT
133309,RIGHT
133310,RIGHT
133311,RIGHT
133312,RIGHT
133313,RIGHT
133314,RIGHT
133315,RIGHT
133316,RIGHT
133317,RIGHT
133318,RIGHT
133319,RIGHT
133320,RIGHT
133321,RIGHT
133322,RIGHT
133323,RIGHT
133324,RIGHT
133325,RIGHT
133326,RIGHT
133327,RIGHT
133328,RIGHT
133329,RIGHT
133330,RIGHT
133331,RIGHT
133332,RIGHT
133333,RIGHT
133334,RIGHT
133335,RIGHT
133336,RIGHT
133337,RIGHT
133338,RIGHT
133339,RIGHT
133340,RIGHT
133341,RIGHT
133342,RIGHT
133343,RIGHT
133344,RIGHT
133345,RIGHT
133346,RIGHT
133347,RIGHT
133348,RIGHT
133349,RIGHT
133350,RIGHT
133351,RIGHT
133352,RIGHT
133353,RIGHT
133354,RIGHT
133355,RIGHT
133356,RIGHT
133357,RIGHT
133358,RIGHT
133359,RIGHT
133360,RIGHT
133361,RIGHT
133362,RIGHT
133363,RIGHT
133364,RIGHT
133365,RIGHT
133366,RIGHT
133367,RIGHT
133368,RIGHT
133369,RIGHT
133370,RIGHT
133371,RIGHT
133372,RIGHT
133373,RIGHT
133374,RIGHT
133375,RIGHT
133376,RIGHT
133377,RIGHT
133378,RIGHT
133379,RIGHT
133380,RIGHT
133381,RIGHT
133382,RIGHT
133383,RIGHT
133384,RIGHT
133385,RIGHT
133386,RIGHT
133387,RIGHT
133388,RIGHT
133389,RIGHT
133390,RIGHT
133391,RIGHT
133392,RIGHT
133393,RIGHT
133394,RIGHT
133395,RIGHT
133396,RIGHT
133397,RIGHT
133398,RIGHT
133399,RIGHT
133400,RIGHT
133401,RIGHT
133402,RIGHT
133403,RIGHT
133404,RIGHT
133405,RIGHT
133406,RIGHT
133407,RIGHT
133408,RIGHT
133409,RIGHT
133410,RIGHT
133411,RIGHT
133412,RIGHT
133413,RIGHT
133414,RIGHT
133415,RIGHT
133416,RIGHT
133417,RIGHT
133418,RIGHT
133419,RIGHT
133420,RIGHT
133421,RIGHT
133422,RIGHT
133423,RIGHT
133424,RIGHT
133425,RIGHT
133426,RIGHT
133427,RIGHT
133428,RIGHT
133429,RIGHT
133430,RIGHT
133431,RIGHT
133432,RIGHT
133433,RIGHT
133434,RIGHT
133435,RIGHT
133436,RIGHT
133437,RIGHT
133438,RIGHT
133439,RIGHT
133440,RIGHT
133441,RIGHT
133442,RIGHT
133443,RIGHT
133444,RIGHT
133445,RIGHT
133446,RIGHT
133447,RIGHT
133448,RIGHT
133449,RIGHT
133450,RIGHT
133451,RIGHT
133452,RIGHT
133453,RIGHT
133454,RIGHT
133455,RIGHT
133456,RIGHT
133457,RIGHT
133458,RIGHT
133459,RIGHT
133460,RIGHT
133461,RIGHT
133462,RIGHT
133463,RIGHT
133464,RIGHT
133465,RIGHT
133466,RIGHT
133467,RIGHT
133468,RIGHT
133469,RIGHT
133470,RIGHT
133471,RIGHT
133472,RIGHT
133473,RIGHT
133474,RIGHT
133475,RIGHT
133476,RIGHT
133477,RIGHT
133478,RIGHT
133479,RIGHT
133480,RIGHT
133481,RIGHT
133482,RIGHT
133483,RIGHT
133484,RIGHT
133485,RIGHT
133486,RIGHT
133487,RIGHT
133488,RIGHT
133489,RIGHT
133490,RIGHT
133491,RIGHT
133492,RIGHT
133493,RIGHT
133494,RIGHT
133495,RIGHT
133496,RIGHT
133497,RIGHT
133498,RIGHT
133499,RIGHT
133500,RIGHT
133501,RIGHT
133502,RIGHT
133503,RIGHT
133504,RIGHT
133505,RIGHT
133506,RIGHT
133507,RIGHT
133508,RIGHT
133509,RIGHT
133510,RIGHT
133511,RIGHT
133512,RIGHT
133513,RIGHT
133514,RIGHT
133515,RIGHT
133516,RIGHT
133517,RIGHT
133518,RIGHT
133519,RIGHT
133520,RIGHT
133521,RIGHT
133522,RIGHT
133523,RIGHT
133524,RIGHT
133525,RIGHT
133526,RIGHT
133527,RIGHT
133528,RIGHT
133529,RIGHT
133530,RIGHT
133531,RIGHT
133532,RIGHT
133533,RIGHT
133534,RIGHT
133535,RIGHT
133536,RIGHT
133537,RIGHT
133538,RIGHT
133539,RIGHT
133540,RIGHT
133541,RIGHT
133542,RIGHT
133543,RIGHT
133544,RIGHT
133545,RIGHT
133546,RIGHT
133547,RIGHT
133548,RIGHT
133549,RIGHT
133550,RIGHT
133551,RIGHT
133552,RIGHT
133553,RIGHT
133554,RIGHT
133555,RIGHT
133556,RIGHT
133557,RIGHT
133558,RIGHT
133559,RIGHT
133560,RIGHT
133561,RIGHT
133562,RIGHT
133563,RIGHT
133564,RIGHT
133565,RIGHT
133566,RIGHT
133567,RIGHT
133568,RIGHT
133569,RIGHT
133570,RIGHT
133571,RIGHT
133572,RIGHT
133573,RIGHT
133574,RIGHT
133575,RIGHT
133576,RIGHT
133577,RIGHT
133578,RIGHT
133579,RIGHT
133580,RIGHT
133581,RIGHT
133582,RIGHT
133583,RIGHT
133584,RIGHT
133585,RIGHT
133586,RIGHT
133587,RIGHT
133588,RIGHT
133589,RIGHT
133590,RIGHT
133591,RIGHT
133592,RIGHT
133593,RIGHT
133594,RIGHT
133595,RIGHT
133596,RIGHT
133597,RIGHT
133598,RIGHT
133599,RIGHT
133600,RIGHT
133601,RIGHT
133602,RIGHT
133603,RIGHT
133604,RIGHT
133605,RIGHT
133606,RIGHT
133607,RIGHT
133608,RIGHT
133609,RIGHT
133610,RIGHT
133611,RIGHT
133612,RIGHT
133613,RIGHT
133614,RIGHT
133615,RIGHT
133616,RIGHT
133617,RIGHT
133618,RIGHT
133619,RIGHT
133620,RIGHT
133621,RIGHT
133622,RIGHT
133623,RIGHT
133624,RIGHT
133625,RIGHT
133626,RIGHT
133627,RIGHT
133628,RIGHT
133629,RIGHT
133630,RIGHT
133631,RIGHT
133632,RIGHT
133633,RIGHT
133634,RIGHT
133635,RIGHT
133636,RIGHT
133637,RIGHT
133638,RIGHT
133639,RIGHT
133640,RIGHT
133641,RIGHT
133642,RIGHT
133643,RIGHT
133644,RIGHT
133645,RIGHT
133646,RIGHT
133647,RIGHT
133648,RIGHT
133649,RIGHT
133650,RIGHT
133651,RIGHT
133652,RIGHT
133653,RIGHT
133654,RIGHT
133655,RIGHT
133656,RIGHT
133657,RIGHT
133658,RIGHT
133659,RIGHT
133660,RIGHT
133661,RIGHT
133662,RIGHT
133663,RIGHT
133664,RIGHT
133665,RIGHT
133666,RIGHT
133667,RIGHT
133668,RIGHT
133669,RIGHT
133670,RIGHT
133671,RIGHT
133672,RIGHT
133673,RIGHT
133674,RIGHT
133675,RIGHT
133676,RIGHT
133677,RIGHT
133678,RIGHT
133679,RIGHT
133680,RIGHT
133681,RIGHT
133682,RIGHT
133683,RIGHT
133684,RIGHT
133685,RIGHT
133686,RIGHT
133687,RIGHT
133688,RIGHT
133689,RIGHT
133690,RIGHT
133691,RIGHT
133692,RIGHT
133693,RIGHT
133694,RIGHT
133695,RIGHT
133696,RIGHT
133697,RIGHT
133698,RIGHT
133699,RIGHT
133700,RIGHT
133701,RIGHT
133702,RIGHT
133703,RIGHT
133704,RIGHT
133705,RIGHT
133706,RIGHT
133707,RIGHT
133708,RIGHT
133709,RIGHT
133710,RIGHT
133711,RIGHT
133712,RIGHT
133713,RIGHT
133714,RIGHT
133715,RIGHT
133716,RIGHT
133717,RIGHT
133718,RIGHT
133719,RIGHT
133720,RIGHT
133721,RIGHT
133722,RIGHT
133723,RIGHT
133724,RIGHT
133725,RIGHT
133726,RIGHT
133727,RIGHT
133728,RIGHT
133729,RIGHT
133730,RIGHT
133731,RIGHT
133732,RIGHT
133733,RIGHT
133734,RIGHT
133735,RIGHT
133736,RIGHT
133737,RIGHT
133738,RIGHT
133739,RIGHT
133740,RIGHT
133741,RIGHT
133742,RIGHT
133743,RIGHT
133744,RIGHT
133745,RIGHT
133746,RIGHT
133747,RIGHT
133748,RIGHT
133749,RIGHT
133750,RIGHT
133751,RIGHT
133752,RIGHT
133753,RIGHT
133754,RIGHT
133755,RIGHT
133756,RIGHT
133757,RIGHT
133758,RIGHT
133759,RIGHT
133760,RIGHT
133761,RIGHT
133762,RIGHT
133763,RIGHT
133764,RIGHT
133765,RIGHT
133766,RIGHT
133767,RIGHT
133768,RIGHT
133769,RIGHT
133770,RIGHT
133771,RIGHT
133772,RIGHT
133773,RIGHT
133774,RIGHT
133775,RIGHT
133776,RIGHT
133777,RIGHT
133778,RIGHT
133779,RIGHT
133780,RIGHT
133781,RIGHT
133782,RIGHT
133783,RIGHT
133784,RIGHT
133785,RIGHT
133786,RIGHT
133787,RIGHT
133788,RIGHT
133789,RIGHT
133790,RIGHT
133791,RIGHT
133792,RIGHT
133793,RIGHT
133794,RIGHT
133795,RIGHT
133796,RIGHT
133797,RIGHT
133798,RIGHT
133799,RIGHT
133800,RIGHT
133801,RIGHT
133802,RIGHT
133803,RIGHT
133804,RIGHT
133805,RIGHT
133806,RIGHT
133807,RIGHT
133808,RIGHT
133809,RIGHT
133810,RIGHT
133811,RIGHT
133812,RIGHT
133813,RIGHT
133814,RIGHT
133815,RIGHT
133816,RIGHT
133817,RIGHT
133818,RIGHT
133819,RIGHT
133820,RIGHT
133821,RIGHT
133822,RIGHT
133823,RIGHT
133824,RIGHT
133825,RIGHT
133826,RIGHT
133827,RIGHT
133828,RIGHT
133829,RIGHT
133830,RIGHT
133831,RIGHT
133832,RIGHT
133833,RIGHT
133834,RIGHT
133835,RIGHT
133836,RIGHT
133837,RIGHT
133838,RIGHT
133839,RIGHT
133840,RIGHT
133841,RIGHT
133842,RIGHT
133843,RIGHT
133844,RIGHT
133845,RIGHT
133846,RIGHT
133847,RIGHT
133848,RIGHT
133849,RIGHT
133850,RIGHT
133851,RIGHT
133852,RIGHT
133853,RIGHT
133854,RIGHT
133855,RIGHT
133856,RIGHT
133857,RIGHT
133858,RIGHT
133859,RIGHT
133860,RIGHT
133861,RIGHT
133862,RIGHT
133863,RIGHT
133864,RIGHT
133865,RIGHT
133866,RIGHT
133867,RIGHT
133868,RIGHT
133869,RIGHT
133870,RIGHT
133871,RIGHT
133872,RIGHT
133873,RIGHT
133874,RIGHT
133875,RIGHT
133876,RIGHT
133877,RIGHT
133878,RIGHT
133879,RIGHT
133880,RIGHT
133881,RIGHT
133882,RIGHT
133883,RIGHT
133884,RIGHT
133885,RIGHT
133886,RIGHT
133887,RIGHT
133888,RIGHT
133889,RIGHT
133890,RIGHT
133891,RIGHT
133892,RIGHT
133893,RIGHT
133894,RIGHT
133895,RIGHT
133896,RIGHT
133897,RIGHT
133898,RIGHT
133899,RIGHT
133900,RIGHT
133901,RIGHT
133902,RIGHT
133903,RIGHT
133904,RIGHT
133905,RIGHT
133906,RIGHT
133907,RIGHT
133908,RIGHT
133909,RIGHT
133910,RIGHT
133911,RIGHT
133912,RIGHT
133913,RIGHT
133914,RIGHT
133915,RIGHT
133916,RIGHT
133917,RIGHT
133918,RIGHT
133919,RIGHT
133920,RIGHT
133921,RIGHT
133922,RIGHT
133923,RIGHT
133924,RIGHT
133925,RIGHT
133926,RIGHT
133927,RIGHT
133928,RIGHT
133929,RIGHT
133930,RIGHT
133931,RIGHT
133932,RIGHT
133933,RIGHT
133934,RIGHT
133935,RIGHT
133936,RIGHT
133937,RIGHT
133938,RIGHT
133939,RIGHT
133940,RIGHT
133941,RIGHT
133942,RIGHT
133943,RIGHT
133944,RIGHT
133945,RIGHT
133946,RIGHT
133947,RIGHT
133948,RIGHT
133949,RIGHT
133950,RIGHT
133951,RIGHT
133952,RIGHT
133953,RIGHT
133954,RIGHT
133955,RIGHT
133956,RIGHT
133957,RIGHT
133958,RIGHT
133959,RIGHT
133960,RIGHT
133961,RIGHT
133962,RIGHT
133963,RIGHT
133964,RIGHT
133965,RIGHT
133966,RIGHT
133967,RIGHT
133968,RIGHT
133969,RIGHT
133970,RIGHT
133971,RIGHT
133972,RIGHT
133973,RIGHT
133974,RIGHT
133975,RIGHT
133976,RIGHT
133977,RIGHT
133978,RIGHT
133979,RIGHT
133980,RIGHT
133981,RIGHT
133982,RIGHT
133983,RIGHT
133984,RIGHT
133985,RIGHT
133986,RIGHT
133987,RIGHT
133988,RIGHT
133989,RIGHT
133990,RIGHT
133991,RIGHT
133992,RIGHT
133993,RIGHT
133994,RIGHT
133995,RIGHT
133996,RIGHT
133997,RIGHT
133998,RIGHT
133999,RIGHT
134000,RIGHT
134001,RIGHT
134002,RIGHT
134003,RIGHT
134004,RIGHT
134005,RIGHT
134006,RIGHT
134007,RIGHT
134008,RIGHT
134009,RIGHT
134010,RIGHT
134011,RIGHT
134012,RIGHT
134013,RIGHT
134014,RIGHT
134015,RIGHT
134016,RIGHT
134017,RIGHT
134018,RIGHT
134019,RIGHT
134020,RIGHT
134021,RIGHT
134022,RIGHT
134023,RIGHT
134024,RIGHT
134025,RIGHT
134026,RIGHT
134027,RIGHT
134028,RIGHT
134029,RIGHT
134030,RIGHT
134031,RIGHT
134032,RIGHT
134033,RIGHT
134034,RIGHT
134035,RIGHT
134036,RIGHT
134037,RIGHT
134038,RIGHT
134039,RIGHT
134040,RIGHT
134041,RIGHT
134042,RIGHT
134043,RIGHT
134044,RIGHT
134045,RIGHT
134046,RIGHT
134047,RIGHT
134048,RIGHT
134049,RIGHT
134050,RIGHT
134051,RIGHT
134052,RIGHT
134053,RIGHT
134054,RIGHT
134055,RIGHT
134056,RIGHT
134057,RIGHT
134058,RIGHT
134059,RIGHT
134060,RIGHT
134061,RIGHT
134062,RIGHT
134063,RIGHT
134064,RIGHT
134065,RIGHT
134066,RIGHT
134067,RIGHT
134068,RIGHT
134069,RIGHT
134070,RIGHT
134071,RIGHT
134072,RIGHT
134073,RIGHT
134074,RIGHT
134075,RIGHT
134076,RIGHT
134077,RIGHT
134078,RIGHT
134079,RIGHT
134080,RIGHT
134081,RIGHT
134082,RIGHT
134083,RIGHT
134084,RIGHT
134085,RIGHT
134086,RIGHT
134087,RIGHT
134088,RIGHT
134089,RIGHT
134090,RIGHT
134091,RIGHT
134092,RIGHT
134093,RIGHT
134094,RIGHT
134095,RIGHT
134096,RIGHT
134097,RIGHT
134098,RIGHT
134099,RIGHT
134100,RIGHT
134101,RIGHT
134102,RIGHT
134103,RIGHT
134104,RIGHT
134105,RIGHT
134106,RIGHT
134107,RIGHT
134108,RIGHT
134109,RIGHT
134110,RIGHT
134111,RIGHT
134112,RIGHT
134113,RIGHT
134114,RIGHT
134115,RIGHT
134116,RIGHT
134117,RIGHT
134118,RIGHT
134119,RIGHT
134120,RIGHT
134121,RIGHT
134122,RIGHT
134123,RIGHT
134124,RIGHT
134125,RIGHT
134126,RIGHT
134127,RIGHT
134128,RIGHT
134129,RIGHT
134130,RIGHT
134131,RIGHT
134132,RIGHT
134133,RIGHT
134134,RIGHT
134135,RIGHT
134136,RIGHT
134137,RIGHT
134138,RIGHT
134139,RIGHT
134140,RIGHT
134141,RIGHT
134142,RIGHT
134143,RIGHT
134144,RIGHT
134145,RIGHT
134146,RIGHT
134147,RIGHT
134148,RIGHT
134149,RIGHT
134150,RIGHT
134151,RIGHT
134152,RIGHT
134153,RIGHT
134154,RIGHT
134155,RIGHT
134156,RIGHT
134157,RIGHT
134158,RIGHT
134159,RIGHT
134160,RIGHT
134161,RIGHT
134162,RIGHT
134163,RIGHT
134164,RIGHT
134165,RIGHT
134166,RIGHT
134167,RIGHT
134168,RIGHT
134169,RIGHT
134170,RIGHT
134171,RIGHT
134172,RIGHT
134173,RIGHT
134174,RIGHT
134175,RIGHT
134176,RIGHT
134177,RIGHT
134178,RIGHT
134179,RIGHT
134180,RIGHT
134181,RIGHT
134182,RIGHT
134183,RIGHT
134184,RIGHT
134185,RIGHT
134186,RIGHT
134187,RIGHT
134188,RIGHT
134189,RIGHT
134190,RIGHT
134191,RIGHT
134192,RIGHT
134193,RIGHT
134194,RIGHT
134195,RIGHT
134196,RIGHT
134197,RIGHT
134198,RIGHT
134199,RIGHT
134200,RIGHT
134201,RIGHT
134202,RIGHT
134203,RIGHT
134204,RIGHT
134205,RIGHT
134206,RIGHT
134207,RIGHT
134208,RIGHT
134209,RIGHT
134210,RIGHT
134211,RIGHT
134212,RIGHT
134213,RIGHT
134214,RIGHT
134215,RIGHT
134216,RIGHT
134217,RIGHT
134218,RIGHT
134219,RIGHT
134220,RIGHT
134221,RIGHT
134222,RIGHT
134223,RIGHT
134224,RIGHT
134225,RIGHT
134226,RIGHT
134227,RIGHT
134228,RIGHT
134229,RIGHT
134230,RIGHT
134231,RIGHT
134232,RIGHT
134233,RIGHT
134234,RIGHT
134235,RIGHT
134236,RIGHT
134237,RIGHT
134238,RIGHT
134239,RIGHT
134240,RIGHT
134241,RIGHT
134242,RIGHT
134243,RIGHT
134244,RIGHT
134245,RIGHT
134246,RIGHT
134247,RIGHT
134248,RIGHT
134249,RIGHT
134250,RIGHT
134251,RIGHT
134252,RIGHT
134253,RIGHT
134254,RIGHT
134255,RIGHT
134256,RIGHT
134257,RIGHT
134258,RIGHT
134259,RIGHT
134260,RIGHT
134261,RIGHT
134262,RIGHT
134263,RIGHT
134264,RIGHT
134265,RIGHT
134266,RIGHT
134267,RIGHT
134268,RIGHT
134269,RIGHT
134270,RIGHT
134271,RIGHT
134272,RIGHT
134273,RIGHT
134274,RIGHT
134275,RIGHT
134276,RIGHT
134277,RIGHT
134278,RIGHT
134279,RIGHT
134280,RIGHT
134281,RIGHT
134282,RIGHT
134283,RIGHT
134284,RIGHT
134285,RIGHT
134286,RIGHT
134287,RIGHT
134288,RIGHT
134289,RIGHT
134290,RIGHT
134291,RIGHT
134292,RIGHT
134293,RIGHT
134294,RIGHT
134295,RIGHT
134296,RIGHT
134297,RIGHT
134298,RIGHT
134299,RIGHT
134300,RIGHT
134301,RIGHT
134302,RIGHT
134303,RIGHT
134304,RIGHT
134305,RIGHT
134306,RIGHT
134307,RIGHT
134308,RIGHT
134309,RIGHT
134310,RIGHT
134311,RIGHT
134312,RIGHT
134313,RIGHT
134314,RIGHT
134315,RIGHT
134316,RIGHT
134317,RIGHT
134318,RIGHT
134319,RIGHT
134320,RIGHT
134321,RIGHT
134322,RIGHT
134323,RIGHT
134324,RIGHT
134325,RIGHT
134326,RIGHT
134327,RIGHT
134328,RIGHT
134329,RIGHT
134330,RIGHT
134331,RIGHT
134332,RIGHT
134333,RIGHT
134334,RIGHT
134335,RIGHT
134336,RIGHT
134337,RIGHT
134338,RIGHT
134339,RIGHT
134340,RIGHT
134341,RIGHT
134342,RIGHT
134343,RIGHT
134344,RIGHT
134345,RIGHT
134346,RIGHT
134347,RIGHT
134348,RIGHT
134349,RIGHT
134350,RIGHT
134351,RIGHT
134352,RIGHT
134353,RIGHT
134354,RIGHT
134355,RIGHT
134356,RIGHT
134357,RIGHT
